Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),Recharge time (h),Energy Efficiency (km/kWh),City Efficiency (km/kWh),Highway Efficiency (km/kWh),power_efficiency_ratio,City_power_efficiency_ratio,Highway_power_efficiency_ratio,charging_speed
2025,Volkswagen,ID. Buzz Pro 4MOTION,Minivan,250,A1,B,24.2,28.4,26.1,2.7,3.2,2.9,372,9.0,3.8314176245210727,4.132231404958678,3.5211267605633805,65.25,60.49999999999999,71.0,41.333333333333336
2025,Volvo,EC40,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,480,8.0,5.0761421319796955,5.617977528089887,4.545454545454546,36.445,32.93,40.699999999999996,60.0
2025,Volvo,EC40 Twin,Sport utility vehicle: Small,300,A1,B,19.9,23.7,21.6,2.2,2.7,2.4,431,8.0,4.62962962962963,5.025125628140704,4.219409282700422,64.8,59.699999999999996,71.1,53.875
2025,Volvo,"EX30 Single Motor Extended Range (18"" Wheels)",Sport utility vehicle: Small,200,A1,B,16.9,20.4,18.4,1.9,2.3,2.1,414,8.0,5.434782608695652,5.91715976331361,4.901960784313726,36.8,33.8,40.8,51.75
2025,Volvo,"EX30 Single Motor Ext Range (19"" and 20"" Wheels)",Sport utility vehicle: Small,200,A1,B,16.5,20.1,18.1,1.9,2.3,2.0,420,8.0,5.524861878453038,6.0606060606060606,4.975124378109452,36.2,33.0,40.2,52.5
2025,Volvo,EX30 Twin Performance,Sport utility vehicle: Small,315,A1,B,17.8,21.1,19.3,2.0,2.4,2.2,402,8.0,5.181347150259067,5.617977528089887,4.739336492890995,60.795,56.07000000000001,66.465,50.25
2025,Volvo,EX40,Sport utility vehicle: Small,185,A1,B,17.7,22.2,19.7,2.0,2.5,2.2,476,8.0,5.0761421319796955,5.649717514124294,4.504504504504505,36.445,32.745,41.07,59.5
2025,Volvo,EX40 Twin,Sport utility vehicle: Small,300,A1,B,20.4,24.8,22.4,2.3,2.8,2.5,418,8.0,4.464285714285714,4.901960784313726,4.032258064516129,67.2,61.199999999999996,74.4,52.25
2025,Volvo,"EX90 Twin Motor (20"" and 22"" Wheels)",Sport utility vehicle: Standard,300,A1,B,25.5,26.7,26.1,2.8,3.0,2.9,483,10.0,3.8314176245210727,3.9215686274509802,3.7453183520599254,78.3,76.5,80.1,48.3
2025,Volvo,"EX90 Twin Motor (21"" Wheels)",Sport utility vehicle: Standard,300,A1,B,24.2,25.7,24.9,2.7,2.9,2.8,499,10.0,4.016064257028113,4.132231404958678,3.8910505836575875,74.7,72.6,77.1,49.9
2025,Volvo,"EX90 Twin Motor Performance (20"" and 22"" Wheels)",Sport utility vehicle: Standard,300,A1,B,25.5,26.7,26.1,2.8,3.0,2.9,483,10.0,3.8314176245210727,3.9215686274509802,3.7453183520599254,78.3,76.5,80.1,48.3
2025,Volvo,"EX90 Twin Motor Performance (21"" Wheels)",Sport utility vehicle: Standard,300,A1,B,24.2,25.7,24.9,2.7,2.9,2.8,499,10.0,4.016064257028113,4.132231404958678,3.8910505836575875,74.7,72.6,77.1,49.9
2026,Audi,Q4 45 e-tron,Sport utility vehicle: Standard,210,A1,B,16.8,20.1,18.3,1.9,2.3,2.1,463,12.0,5.46448087431694,5.9523809523809526,4.975124378109452,38.43,35.28,42.21,38.583333333333336
2026,Audi,Q4 55 e-tron quattro,Sport utility vehicle: Standard,250,A1,B,19.9,23.4,21.5,2.2,2.6,2.4,404,9.5,4.651162790697675,5.025125628140704,4.273504273504273,53.75,49.74999999999999,58.5,42.526315789473685
2026,Audi,Q4 Sportback 55 e-tron quattro,Sport utility vehicle: Standard,250,A1,B,19.9,23.4,21.5,2.2,2.6,2.4,404,9.5,4.651162790697675,5.025125628140704,4.273504273504273,53.75,49.74999999999999,58.5,42.526315789473685
2026,Audi,RS e-tron GT quattro performance,Subcompact,550,A1,B,24.5,25.5,25.0,2.8,2.9,2.8,447,15.5,4.0,4.081632653061225,3.9215686274509802,137.5,134.75,140.25,28.838709677419356
2026,Audi,"S e-tron GT (20"" Wheels)",Subcompact,435,A1,B,23.0,23.9,23.4,2.6,2.7,2.6,483,15.5,4.273504273504273,4.3478260869565215,4.184100418410042,101.79,100.05000000000001,103.965,31.161290322580644
2026,Audi,"S e-tron GT (21"" Wheels)",Subcompact,435,A1,B,23.4,24.5,23.9,2.6,2.8,2.7,473,15.5,4.184100418410042,4.273504273504273,4.081632653061225,103.965,101.79,106.575,30.516129032258064
2026,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Compact,250,A1,B,17.3,18.3,17.7,1.9,2.1,2.0,536,9.0,5.649717514124294,5.780346820809248,5.46448087431694,44.25,43.25000000000001,45.75,59.55555555555556
2026,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Compact,250,A1,B,18.7,20.0,19.3,2.1,2.2,2.2,494,9.0,5.181347150259067,5.347593582887701,5.0,48.25,46.75,50.0,54.888888888888886
2026,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Compact,295,A1,B,21.1,20.3,20.8,2.4,2.3,2.3,462,8.0,4.8076923076923075,4.739336492890995,4.926108374384237,61.36,62.245,59.885,57.75
2026,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Compact,295,A1,B,22.6,22.1,22.4,2.5,2.5,2.5,431,8.0,4.464285714285714,4.424778761061947,4.524886877828054,66.08,66.67,65.19500000000001,53.875
2026,BMW,"i4 M60 xDrive Gran Coupe (19"" Wheels)",Compact,442,A1,B,21.1,21.7,21.4,2.4,2.4,2.4,447,9.0,4.672897196261682,4.739336492890995,4.6082949308755765,94.588,93.262,95.91399999999999,49.666666666666664
2026,BMW,"i4 M60 xDrive Gran Coupe (20"" Wheels)",Compact,442,A1,B,25.4,26.2,25.7,2.9,2.9,2.9,373,9.0,3.8910505836575875,3.937007874015748,3.816793893129771,113.59400000000001,112.268,115.804,41.44444444444444
2026,BMW,"i5 xDrive40 Sedan (19"" Wheels)",Compact,290,A1,B,21.2,21.6,21.4,2.4,2.4,2.4,447,8.0,4.672897196261682,4.716981132075472,4.62962962962963,62.06,61.48,62.64,55.875
2026,BMW,"i5 xDrive40 Sedan (20"" Wheels)",Compact,290,A1,B,21.6,22.2,21.9,2.4,2.5,2.5,438,8.0,4.566210045662101,4.62962962962963,4.504504504504505,63.51,62.64,64.38,54.75
2026,BMW,"i5 xDrive40 Sedan (21"" Wheels)",Compact,290,A1,B,22.7,23.7,23.1,2.5,2.7,2.6,417,8.0,4.329004329004329,4.405286343612335,4.219409282700422,66.99,65.83,68.73,52.125
2026,BMW,"i5 M60 xDrive Sedan (19"" Wheels)",Compact,442,A1,B,21.0,21.4,21.2,2.4,2.4,2.4,446,8.0,4.716981132075472,4.761904761904762,4.672897196261682,93.704,92.82000000000001,94.588,55.75
2026,BMW,"i5 M60 xDrive Sedan (20"" Wheels)",Compact,442,A1,B,21.8,22.8,22.3,2.5,2.6,2.5,428,8.0,4.484304932735426,4.587155963302752,4.385964912280701,98.566,96.356,100.77600000000001,53.5
2026,BMW,"i5 M60 xDrive Sedan (21"" Wheels)",Compact,442,A1,B,22.7,23.5,23.1,2.5,2.6,2.6,417,8.0,4.329004329004329,4.405286343612335,4.25531914893617,102.102,100.33399999999999,103.87,52.125
2026,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,400,A1,B,24.5,23.1,23.9,2.8,2.6,2.7,500,10.0,4.184100418410042,4.081632653061225,4.329004329004329,95.60000000000001,98.0,92.4,50.0
2026,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,400,A1,B,26.0,24.5,25.3,2.9,2.8,2.8,476,10.0,3.952569169960474,3.8461538461538463,4.081632653061225,101.2,104.0,98.0,47.6
2026,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,400,A1,B,24.6,23.4,24.1,2.8,2.6,2.7,496,10.0,4.149377593360995,4.0650406504065035,4.273504273504273,96.4,98.40000000000002,93.60000000000001,49.6
2026,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,485,A1,B,29.0,26.7,28.0,3.3,3.0,3.1,430,10.0,3.5714285714285716,3.4482758620689653,3.7453183520599254,135.79999999999998,140.65,129.495,43.0
2026,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,485,A1,B,27.2,25.3,26.4,3.1,2.8,3.0,459,10.0,3.787878787878788,3.6764705882352944,3.952569169960474,128.04,131.92,122.705,45.9
2026,BMW,"iX xDrive45 (20"" Wheels)",Sport utility vehicle: Standard,300,A1,B,22.2,22.5,22.4,2.5,2.5,2.5,502,10.0,4.464285714285714,4.504504504504505,4.444444444444445,67.2,66.6,67.5,50.2
2026,BMW,"iX xDrive45 (21"" Wheels)",Sport utility vehicle: Standard,300,A1,B,23.1,23.8,23.4,2.6,2.7,2.6,478,10.0,4.273504273504273,4.329004329004329,4.201680672268908,70.2,69.3,71.39999999999999,47.8
2026,BMW,"iX xDrive45 (22"" Wheels)",Sport utility vehicle: Standard,300,A1,B,24.6,25.5,25.0,2.8,2.9,2.8,449,10.0,4.0,4.0650406504065035,3.9215686274509802,75.0,73.80000000000001,76.5,44.9
2026,BMW,"iX xDrive45 (23"" Wheels)",Sport utility vehicle: Standard,300,A1,B,23.6,24.5,24.0,2.7,2.8,2.7,467,10.0,4.166666666666667,4.23728813559322,4.081632653061225,72.0,70.80000000000001,73.5,46.7
2026,BMW,"iX xDrive60 (20"" Wheels)",Sport utility vehicle: Standard,400,A1,B,21.1,22.2,21.6,2.4,2.5,2.4,586,11.0,4.62962962962963,4.739336492890995,4.504504504504505,86.39999999999999,84.39999999999999,88.8,53.27272727272727
2026,BMW,"iX xDrive60 (21"" Wheels)",Sport utility vehicle: Standard,400,A1,B,22.7,23.7,23.1,2.5,2.7,2.6,549,11.0,4.329004329004329,4.405286343612335,4.219409282700422,92.4,90.79999999999998,94.8,49.90909090909091
2026,BMW,"iX xDrive60 (22"" Wheels)",Sport utility vehicle: Standard,400,A1,B,23.3,24.7,23.9,2.6,2.8,2.7,526,11.0,4.184100418410042,4.291845493562231,4.048582995951417,95.60000000000001,93.2,98.8,47.81818181818182
2026,BMW,"iX xDrive60 (23"" Wheels)",Sport utility vehicle: Standard,400,A1,B,24.1,25.2,24.6,2.7,2.8,2.8,512,11.0,4.0650406504065035,4.149377593360995,3.9682539682539684,98.40000000000002,96.4,100.8,46.54545454545455
2026,BMW,"iX M70 (21"" Wheels)",Sport utility vehicle: Standard,425,A1,B,26.6,25.4,26.1,3.0,2.9,2.9,488,11.0,3.8314176245210727,3.7593984962406015,3.937007874015748,110.925,113.05,107.95,44.36363636363637
2026,BMW,"iX M70 (22"" Wheels)",Sport utility vehicle: Standard,425,A1,B,28.3,26.9,27.6,3.2,3.0,3.1,457,11.0,3.623188405797101,3.5335689045936394,3.717472118959108,117.30000000000001,120.275,114.325,41.54545454545455
2026,BMW,"iX M70 (23"" Wheels)",Sport utility vehicle: Standard,425,A1,B,28.2,27.4,27.8,3.2,3.1,3.1,455,11.0,3.597122302158273,3.546099290780142,3.6496350364963503,118.15,119.85,116.45,41.36363636363637
2026,Cadillac,CELESTIQ,Station wagon: Mid-size,440,A1,B,24.8,27.3,25.9,2.8,3.1,2.9,488,8.0,3.8610038610038613,4.032258064516129,3.663003663003663,113.96,109.12,120.12,61.0
2026,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,A1,B,20.9,25.3,22.9,2.4,2.8,2.6,525,11.2,4.366812227074236,4.784688995215311,3.952569169960474,58.394999999999996,53.295,64.515,46.875
2026,Cadillac,LYRIQ (19.2 kW Charger),Sport utility vehicle: Small,255,A1,B,20.9,25.3,22.9,2.4,2.8,2.6,525,7.0,4.366812227074236,4.784688995215311,3.952569169960474,58.394999999999996,53.295,64.515,75.0
2026,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,A1,B,21.4,26.3,23.6,2.4,2.9,2.7,513,11.2,4.23728813559322,4.672897196261682,3.802281368821293,88.50000000000001,80.25,98.625,45.80357142857143
2026,Cadillac,LYRIQ AWD (19.2 kW Charger),Sport utility vehicle: Small,375,A1,B,22.6,27.2,24.7,2.5,3.1,2.8,488,7.0,4.048582995951417,4.424778761061947,3.6764705882352944,92.625,84.75,101.99999999999999,69.71428571428571
2026,Cadillac,LYRIQ-V (11.5 kW Charger),Sport utility vehicle: Small,375,A1,B,24.0,29.2,26.3,2.7,3.3,3.0,459,11.2,3.802281368821293,4.166666666666667,3.4246575342465753,98.625,90.0,109.5,40.98214285714286
2026,Cadillac,LYRIQ-V (19.2 kW Charger),Sport utility vehicle: Small,375,A1,B,24.0,29.2,26.3,2.7,3.3,3.0,459,7.0,3.802281368821293,4.166666666666667,3.4246575342465753,98.625,90.0,109.5,65.57142857142857
2026,Cadillac,OPTIQ (11.5 kW Charger),Sport utility vehicle: Standard,210,A1,B,17.8,22.5,19.9,2.0,2.5,2.2,510,9.5,5.025125628140704,5.617977528089887,4.444444444444445,41.79,37.38,47.25,53.68421052631579
2026,Cadillac,OPTIQ (19.2 kW Charger),Sport utility vehicle: Standard,210,A1,B,17.8,22.5,19.9,2.0,2.5,2.2,510,5.9,5.025125628140704,5.617977528089887,4.444444444444445,41.79,37.38,47.25,86.44067796610169
2026,Cadillac,OPTIQ AWD (11.5 kW Charger),Sport utility vehicle: Standard,345,A1,B,19.0,23.8,21.1,2.1,2.7,2.4,488,9.5,4.739336492890995,5.2631578947368425,4.201680672268908,72.795,65.55,82.11,51.36842105263158
2026,Cadillac,OPTIQ AWD (19.2 kW Charger),Sport utility vehicle: Standard,345,A1,B,19.0,23.8,21.1,2.1,2.7,2.4,488,5.9,4.739336492890995,5.2631578947368425,4.201680672268908,72.795,65.55,82.11,82.71186440677965
2026,Cadillac,OPTIQ-V (11.5 kW Charger),Sport utility vehicle: Standard,345,A1,B,20.3,25.8,22.8,2.3,2.9,2.6,447,9.5,4.385964912280701,4.926108374384237,3.875968992248062,78.66000000000001,70.035,89.01,47.05263157894737
2026,Cadillac,OPTIQ-V (19.2 kW Charger),Sport utility vehicle: Standard,345,A1,B,22.7,28.3,25.2,2.6,3.2,2.8,402,5.9,3.9682539682539684,4.405286343612335,3.5335689045936394,86.94,78.315,97.635,68.13559322033898
2026,Cadillac,VISTIQ (11.5 kW Charger),Sport utility vehicle: Standard,375,A1,B,22.5,26.9,24.4,2.5,3.0,2.7,491,11.2,4.0983606557377055,4.444444444444445,3.717472118959108,91.49999999999999,84.375,100.875,43.839285714285715
2026,Cadillac,VISTIQ (19.2 kW Charger),Sport utility vehicle: Standard,375,A1,B,22.5,26.9,24.4,2.5,3.0,2.7,483,7.0,4.0983606557377055,4.444444444444445,3.717472118959108,91.49999999999999,84.375,100.875,69.0
2026,Chevrolet,Blazer EV,Sport utility vehicle: Small,180,A1,B,18.4,22.1,20.1,2.1,2.5,2.3,502,9.5,4.975124378109452,5.434782608695652,4.524886877828054,36.18,33.12,39.78,52.8421052631579
2026,Chevrolet,"Blazer EV (22"" Wheels)",Sport utility vehicle: Small,180,A1,B,20.3,24.4,22.1,2.3,2.7,2.5,455,9.5,4.524886877828054,4.926108374384237,4.0983606557377055,39.78,36.54,43.919999999999995,47.89473684210526
2026,Chevrolet,Blazer EV LT/RS AWD,Sport utility vehicle: Small,247,A1,B,20.6,24.2,22.2,2.3,2.7,2.5,455,9.5,4.504504504504505,4.854368932038835,4.132231404958678,54.833999999999996,50.882000000000005,59.773999999999994,47.89473684210526
2026,Chevrolet,Blazer EV SS AWD,Sport utility vehicle: Small,375,A1,B,22.7,27.1,24.7,2.5,3.0,2.8,486,11.2,4.048582995951417,4.405286343612335,3.6900369003690034,92.625,85.12499999999999,101.625,43.392857142857146
2026,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,A1,B,17.9,21.0,19.3,2.0,2.4,2.2,513,9.5,5.181347150259067,5.5865921787709505,4.761904761904762,34.74,32.22,37.8,54.0
2026,Chevrolet,Equinox EV AWD (11.5 kW Charger),Sport utility vehicle: Small,247,A1,B,18.8,22.1,20.3,2.1,2.5,2.3,494,9.5,4.926108374384237,5.319148936170213,4.524886877828054,50.141,46.436,54.587,52.0
2026,Chevrolet,Equinox EV AWD (19.2 kW Charger),Sport utility vehicle: Small,247,A1,B,20.3,23.7,21.8,2.3,2.7,2.5,463,5.9,4.587155963302752,4.926108374384237,4.219409282700422,53.846,50.141,58.539,78.47457627118644
2026,Chevrolet,Silverado EV LT Std Range,Pickup truck: Standard,377,A1,B,28.1,35.1,31.2,3.2,3.9,3.5,455,13.3,3.2051282051282053,3.558718861209964,2.849002849002849,117.624,105.93700000000001,132.327,34.21052631578947
2026,Chevrolet,Silverado EV LT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,A1,B,28.1,34.1,30.8,3.2,3.8,3.5,660,18.6,3.2467532467532467,3.558718861209964,2.932551319648094,116.116,105.93700000000001,128.557,35.483870967741936
2026,Chevrolet,Silverado EV LT Ext Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,30.3,35.4,32.6,3.4,4.0,3.7,620,11.5,3.067484662576687,3.3003300330033003,2.824858757062147,122.902,114.231,133.458,53.91304347826087
2026,Chevrolet,Silverado EV Trail Boss Ext Range (11.5 kW),Pickup truck: Standard,377,A1,B,28.1,34.1,30.8,3.2,3.8,3.5,660,18.6,3.2467532467532467,3.558718861209964,2.932551319648094,116.116,105.93700000000001,128.557,35.483870967741936
2026,Chevrolet,Silverado EV WT Std Range,Pickup truck: Standard,377,A1,B,27.8,34.5,30.8,3.1,3.9,3.5,460,13.3,3.2467532467532467,3.597122302158273,2.898550724637681,116.116,104.80600000000001,130.065,34.58646616541353
2026,Chevrolet,Silverado EV WT Ext Range,Pickup truck: Standard,377,A1,B,26.9,33.2,29.7,3.0,3.7,3.3,682,11.5,3.367003367003367,3.717472118959108,3.012048192771084,111.969,101.413,125.16400000000002,59.30434782608695
2026,Chevrolet,Silverado EV WT Max Range,Pickup truck: Standard,377,A1,B,27.8,34.3,30.7,3.1,3.9,3.5,793,13.8,3.257328990228013,3.597122302158273,2.915451895043732,115.73899999999999,104.80600000000001,129.31099999999998,57.463768115942024
2026,Dodge,Charger Daytona R/T AWD 245/55ZR18,Full-size,370,A1,B,23.7,26.4,24.9,2.7,3.0,2.8,423,10.0,4.016064257028113,4.219409282700422,3.787878787878788,92.13,87.69,97.67999999999999,42.3
2026,Dodge,Charger Daytona R/T AWD 255/45R20,Full-size,370,A1,B,21.0,23.4,22.1,2.4,2.6,2.5,475,10.0,4.524886877828054,4.761904761904762,4.273504273504273,81.77,77.7,86.58,47.5
2026,Dodge,Charger Daytona R/T AWD 275/40R20,Full-size,370,A1,B,24.0,26.7,25.2,2.7,3.0,2.8,415,10.0,3.9682539682539684,4.166666666666667,3.7453183520599254,93.24,88.8,98.78999999999999,41.5
2026,Dodge,Charger Daytona R/T AWD 305/35ZR20,Full-size,370,A1,B,22.6,26.4,24.3,2.5,3.0,2.7,430,10.0,4.11522633744856,4.424778761061947,3.787878787878788,89.91,83.62,97.67999999999999,43.0
2026,Dodge,Charger Daytona Scat Pack AWD 305/35ZR20,Full-size,500,A1,B,22.6,26.4,24.3,2.5,3.0,2.7,430,10.0,4.11522633744856,4.424778761061947,3.787878787878788,121.5,113.0,132.0,43.0
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear,Full-size,500,A1,B,25.4,28.8,27.0,2.9,3.2,3.0,388,10.0,3.7037037037037037,3.937007874015748,3.4722222222222223,135.0,127.0,144.0,38.8
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear 3S,Full-size,500,A1,B,27.3,30.9,29.0,3.1,3.5,3.3,359,10.0,3.4482758620689653,3.663003663003663,3.236245954692557,145.0,136.5,154.5,35.9
2026,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,A1,B,19.6,21.3,20.4,2.2,2.4,2.3,406,7.8,4.901960784313726,5.1020408163265305,4.694835680751174,40.187999999999995,38.612,41.961,52.05128205128205
2026,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,242,A1,B,21.5,23.3,22.3,2.4,2.6,2.5,380,7.7,4.484304932735426,4.651162790697675,4.291845493562231,53.966,52.029999999999994,56.386,49.35064935064935
2026,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,18.2,20.1,19.1,2.0,2.3,2.1,515,9.6,5.2356020942408374,5.4945054945054945,4.975124378109452,41.256,39.312,43.416000000000004,53.645833333333336
2026,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,272,A1,B,19.0,21.3,20.0,2.1,2.4,2.3,483,10.2,5.0,5.2631578947368425,4.694835680751174,54.4,51.68,57.936,47.352941176470594
2026,Ford,Mustang Mach-E GT,Sport utility vehicle: Small,358,A1,B,22.0,24.7,23.2,2.5,2.8,2.6,451,9.9,4.310344827586207,4.545454545454546,4.048582995951417,83.056,78.75999999999999,88.426,45.55555555555556
2026,Ford,Mustang Mach-E Rally,Sport utility vehicle: Small,358,A1,B,23.4,26.8,25.0,2.6,3.0,2.8,410,10.0,4.0,4.273504273504273,3.7313432835820897,89.5,83.772,95.944,41.0
2026,FIAT,500e,Minicompact,87,A1,B,17.4,20.9,19.0,2.0,2.4,2.1,227,6.2,5.2631578947368425,5.74712643678161,4.784688995215311,16.529999999999998,15.137999999999998,18.183,36.61290322580645
2026,Genesis,GV60 Advanced AWD,Sport utility vehicle: Small,234,A1,B,20.5,23.6,22.0,2.3,2.7,2.5,430,7.2,4.545454545454546,4.878048780487805,4.23728813559322,51.48,47.97,55.22400000000001,59.72222222222222
2026,Genesis,GV60 Performance AWD,Sport utility vehicle: Small,320,A1,B,21.7,25.5,23.3,2.4,2.8,2.6,406,7.2,4.291845493562231,4.6082949308755765,3.9215686274509802,74.56,69.44,81.60000000000001,56.388888888888886
2026,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21.7,25.0,23.2,2.4,2.8,2.6,402,9.0,4.310344827586207,4.6082949308755765,4.0,74.24,69.44,80.0,44.666666666666664
2026,GMC,Sierra EV Std Range,Pickup truck: Standard,377,A1,B,28.1,35.1,31.2,3.2,3.9,3.5,455,13.3,3.2051282051282053,3.558718861209964,2.849002849002849,117.624,105.93700000000001,132.327,34.21052631578947
2026,GMC,Sierra EV Denali Ext Range (11.5 kW Charger),Pickup truck: Standard,377,A1,B,28.1,34.1,30.8,3.2,3.8,3.5,660,18.6,3.2467532467532467,3.558718861209964,2.932551319648094,116.116,105.93700000000001,128.557,35.483870967741936
2026,GMC,Sierra EV Denali Ext Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,30.3,35.4,32.6,3.4,4.0,3.7,620,11.5,3.067484662576687,3.3003300330033003,2.824858757062147,122.902,114.231,133.458,53.91304347826087
2026,GMC,Sierra EV Elevation Ext Range (11.5 kW Charger),Pickup truck: Standard,377,A1,B,28.1,34.1,30.8,3.2,3.8,3.5,660,18.6,3.2467532467532467,3.558718861209964,2.932551319648094,116.116,105.93700000000001,128.557,35.483870967741936
2026,GMC,Sierra EV Elevation Ext Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,30.3,35.4,32.6,3.4,4.0,3.7,620,11.5,3.067484662576687,3.3003300330033003,2.824858757062147,122.902,114.231,133.458,53.91304347826087
2026,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,168,A1,B,15.2,18.9,16.9,1.7,2.1,1.9,504,8.2,5.91715976331361,6.578947368421053,5.291005291005291,28.391999999999996,25.535999999999998,31.752,61.463414634146346
2026,Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels)",Sport utility vehicle: Small,239,A1,B,18.3,22.3,20.1,2.1,2.5,2.3,463,8.9,4.975124378109452,5.46448087431694,4.484304932735426,48.039,43.737,53.297000000000004,52.02247191011236
2026,Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels)",Sport utility vehicle: Small,239,A1,B,19.7,23.8,21.5,2.2,2.7,2.4,425,8.4,4.651162790697675,5.0761421319796955,4.201680672268908,51.385,47.083,56.882,50.595238095238095
2026,Hyundai,IONIQ 5 Long Range AWD XRT,Sport utility vehicle: Small,239,A1,B,20.3,24.6,22.2,2.3,2.8,2.5,417,8.2,4.504504504504505,4.926108374384237,4.0650406504065035,53.058,48.516999999999996,58.79400000000001,50.85365853658537
2026,Hyundai,IONIQ 5 N,Sport utility vehicle: Small,478,A1,B,24.9,29.2,26.7,2.8,3.3,3.0,356,8.7,3.7453183520599254,4.016064257028113,3.4246575342465753,127.62599999999999,119.02199999999999,139.576,40.91954022988506
2026,Hyundai,IONIQ 9,Sport utility vehicle: Standard,160,A1,B,20.5,25.5,23.0,2.3,2.9,2.6,539,11.9,4.3478260869565215,4.878048780487805,3.9215686274509802,36.800000000000004,32.800000000000004,40.800000000000004,45.29411764705882
2026,Hyundai,IONIQ 9 AWD,Sport utility vehicle: Standard,226,A1,B,22.0,26.1,23.8,2.5,2.9,2.7,515,11.8,4.201680672268908,4.545454545454546,3.8314176245210727,53.788,49.72,58.986000000000004,43.644067796610166
2026,Hyundai,IONIQ 9 AWD Performance,Sport utility vehicle: Standard,315,A1,B,23.2,26.5,24.7,2.6,3.0,2.8,500,12.1,4.048582995951417,4.310344827586207,3.7735849056603774,77.805,73.08,83.475,41.32231404958678
2026,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,16.3,20.3,18.1,1.8,2.3,2.0,420,6.7,5.524861878453038,6.134969325153374,4.926108374384237,27.150000000000002,24.45,30.45,62.6865671641791
2026,Jeep,Wagoneer S AWD (Falken Tire),Sport utility vehicle: Standard,500,A1,B,20.9,24.5,22.5,2.3,2.8,2.5,473,10.0,4.444444444444445,4.784688995215311,4.081632653061225,112.5,104.5,122.5,47.3
2026,Jeep,Wagoneer S AWD (Pirelli Tire),Sport utility vehicle: Standard,500,A1,B,23.2,25.7,24.3,2.6,2.9,2.7,431,10.0,4.11522633744856,4.310344827586207,3.8910505836575875,121.5,115.99999999999999,128.5,43.1
2026,Kia,EV4 Light,Mid-size,150,A1,B,15.5,18.6,16.8,1.8,2.1,1.9,391,5.9,5.9523809523809526,6.451612903225806,5.376344086021505,25.2,23.25,27.900000000000002,66.27118644067797
2026,Kia,EV4 Wind,Mid-size,150,A1,B,15.5,18.0,16.8,1.8,2.0,1.9,552,8.1,5.9523809523809526,6.451612903225806,5.555555555555555,25.2,23.25,27.0,68.14814814814815
2026,Kia,EV4 Wind Premium,Mid-size,150,A1,B,16.8,19.9,18.0,1.9,2.2,2.0,515,8.1,5.555555555555555,5.9523809523809526,5.025125628140704,27.0,25.2,29.849999999999998,63.58024691358025
2026,Kia,EV4 GT-Line,Mid-size,150,A1,B,18.0,20.5,19.3,2.0,2.3,2.1,488,9.1,5.181347150259067,5.555555555555555,4.878048780487805,28.950000000000003,27.0,30.75,53.62637362637363
2026,Kia,EV9 Light,Sport utility vehicle: Standard,160,A1,B,21.1,27.3,23.6,2.3,3.1,2.7,370,8.1,4.23728813559322,4.739336492890995,3.663003663003663,37.760000000000005,33.76,43.68,45.67901234567901
2026,Kia,EV9 Wind,Sport utility vehicle: Standard,149,A1,B,21.1,26.7,23.6,2.4,3.0,2.6,491,10.7,4.23728813559322,4.739336492890995,3.7453183520599254,35.16400000000001,31.439,39.782999999999994,45.887850467289724
2026,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,A1,B,22.4,28.0,24.9,2.5,3.1,2.8,455,10.7,4.016064257028113,4.464285714285714,3.5714285714285716,70.218,63.168,78.96,42.52336448598131
